Instruction/Experiment/Agent,Num Repeats,Number Episodes,Avg R Mean,Avg R Median,Avg R Std Error,Avg R Std Dev,Avg R Variance,Cumulative R Mean,Cumulative R Median,Cumulative R Std Error,Cumulative R Std Dev,Cumulative R Variance,Time Avg
instr/Instr_Experiment_training/DQN_language_default,10,10000,0.8872309981609723,0.7717100000000002,0.003249658991987526,0.32494965049756497,0.10559227535848961,5038.665057910274,5219.796650000269,23.088226610170224,2308.8226610170223,5330662.080025724,0.011228296506404785
instr/Instr_Experiment_training/DQN_LLM,10,10000,0.38121868879104154,0.223287,0.0027410636650954294,0.27409266084856737,0.07512678673104778,2484.667253959937,2660.2788999999575,9.394612807441762,939.4612807441762,882587.4980174878,0.10782714704275127
instr/Instr_Experiment_training/Qlearntab_language_default,10,10000,0.2404863732684405,-0.092784,0.006852162329596646,0.6851819712914535,0.4694743337828423,2516.5609978693715,2651.22869999913,5.847489526498698,584.7489526498698,341931.3376251197,0.031620504200458435
instr/Instr_Experiment_training/Qlearntab_LLM,10,10000,0.24109922454261662,-0.092667,0.006850202661580083,0.6849860142883822,0.46920583977068386,2520.8428455693756,2656.437249999135,5.856672629012458,585.6672629012457,343006.14283423696,0.03164280223846428
no_instr/Standard_Experiment_training/DefaultEng_DQN_language_default,10,10000,0.4353792336847805,0.4403640000000001,0.0007384228141281542,0.07383858920643731,0.005452137255997,2172.6127493801505,2101.6762000001463,11.869176752373642,1186.9176752373642,1408773.567790869,0.0926590087294578
no_instr/Standard_Experiment_training/DefaultEng_DQN_LLM,10,10000,-0.08916597608337133,-0.099,0.0004892506777089039,0.04892262145634245,0.0023934228901605786,-420.2949454900165,-418.8090999999664,2.8340521812335298,283.405218123353,80318.51765954528,0.1385116255283355
no_instr/Standard_Experiment_training/DefaultEng_Qlearntab_language_default,10,10000,0.988685291324574,0.9918760000000002,0.0003556318915073245,0.0355614109468187,0.001264613948528517,4947.737405090473,4947.697650000428,28.634006604362675,2863.4006604362676,8199063.342186852,0.004084565365314447
no_instr/Standard_Experiment_training/DefaultEng_Qlearntab_LLM,10,10000,0.989829339862549,0.9919780000000004,0.00023933185717071734,0.023931989027867903,0.0005727400988299896,4952.184744800535,4952.148700000485,28.636999337539372,2863.6999337539373,8200777.310582305,0.00503297547101971
